@RELATION audio_features

@ATTRIBUTE audiofeature1  NUMERIC
@ATTRIBUTE audiofeature2  NUMERIC
@ATTRIBUTE audiofeature3  NUMERIC
@ATTRIBUTE audiofeature4  NUMERIC
@ATTRIBUTE audiofeature5  NUMERIC
@ATTRIBUTE audiofeature6  NUMERIC
@ATTRIBUTE audiofeature7  NUMERIC
@ATTRIBUTE audiofeature8  NUMERIC
@ATTRIBUTE audiofeature9  NUMERIC
@ATTRIBUTE audiofeature10  NUMERIC
@ATTRIBUTE audiofeature11  NUMERIC
@ATTRIBUTE audiofeature12  NUMERIC
@ATTRIBUTE audiofeature13  NUMERIC
@ATTRIBUTE audiofeature14  NUMERIC
@ATTRIBUTE audiofeature15  NUMERIC
@ATTRIBUTE audiofeature16  NUMERIC
@ATTRIBUTE audiofeature17  NUMERIC
@ATTRIBUTE audiofeature18  NUMERIC
@ATTRIBUTE audiofeature19  NUMERIC
@ATTRIBUTE audiofeature20  NUMERIC
@ATTRIBUTE audiofeature21  NUMERIC
@ATTRIBUTE audiofeature22  NUMERIC
@ATTRIBUTE audiofeature23  NUMERIC
@ATTRIBUTE audiofeature24  NUMERIC
@ATTRIBUTE audiofeature25  NUMERIC
@ATTRIBUTE audiofeature26  NUMERIC
@ATTRIBUTE audiofeature27  NUMERIC
@ATTRIBUTE audiofeature28  NUMERIC
@ATTRIBUTE audiofeature29  NUMERIC
@ATTRIBUTE audiofeature30  NUMERIC
@ATTRIBUTE audiofeature31  NUMERIC
@ATTRIBUTE audiofeature32  NUMERIC
@ATTRIBUTE audiofeature33  NUMERIC
@ATTRIBUTE audiofeature34  NUMERIC
@ATTRIBUTE audiofeature35  NUMERIC
@ATTRIBUTE audiofeature36  NUMERIC
@ATTRIBUTE audiofeature37  NUMERIC
@ATTRIBUTE audiofeature38  NUMERIC
@ATTRIBUTE audiofeature39  NUMERIC
@ATTRIBUTE audiofeature40  NUMERIC
@ATTRIBUTE audiofeature41  NUMERIC
@ATTRIBUTE audiofeature42  NUMERIC
@ATTRIBUTE audiofeature43  NUMERIC
@ATTRIBUTE audiofeature44  NUMERIC
@ATTRIBUTE audiofeature45  NUMERIC
@ATTRIBUTE audiofeature46  NUMERIC
@ATTRIBUTE audiofeature47  NUMERIC
@ATTRIBUTE audiofeature48  NUMERIC
@ATTRIBUTE audiofeature49  NUMERIC
@ATTRIBUTE audiofeature50  NUMERIC
@ATTRIBUTE audiofeature51  NUMERIC
@ATTRIBUTE audiofeature52  NUMERIC
@ATTRIBUTE audiofeature53  NUMERIC
@ATTRIBUTE audiofeature54  NUMERIC
@ATTRIBUTE audiofeature55  NUMERIC
@ATTRIBUTE audiofeature56  NUMERIC
@ATTRIBUTE audiofeature57  NUMERIC
@ATTRIBUTE audiofeature58  NUMERIC
@ATTRIBUTE audiofeature59  NUMERIC
@ATTRIBUTE audiofeature60  NUMERIC
@ATTRIBUTE audiofeature61  NUMERIC
@ATTRIBUTE audiofeature62  NUMERIC
@ATTRIBUTE audiofeature63  NUMERIC
@ATTRIBUTE audiofeature64  NUMERIC
@ATTRIBUTE audiofeature65  NUMERIC
@ATTRIBUTE audiofeature66  NUMERIC
@ATTRIBUTE audiofeature67  NUMERIC
@ATTRIBUTE audiofeature68  NUMERIC
@ATTRIBUTE class		   {Brasil,CaboVerde,Mali,Quirguistão,Etiópia,Marrocos,EstadosUnidos,Uzbequistão,Itália,Índia,Paquistão,Lituânia,Romênia,Argélia,Turquia,Myanmar,Tailândia,China,Taiwan,Indonésia,Jamaica,Irão,Egipto,Senegal,Quénia,Belize,Grécia,Austrália,Japão,Tanzânia,Georgia,Camboja,Albânia}


@DATA
-0.621563,-0.987506,0.435391,-0.46653,-1.009536,0.491572,1.252354,-0.029919,0.802774,0.486356,0.322052,0.174962,-1.053322,-0.971399,-0.280352,-0.197092,-1.057051,-0.480754,-1.008711,0.101543,-1.049297,-1.428084,-0.867897,-1.094119,-0.54265,-0.765921,-0.106703,-0.931088,-0.344544,-0.014315,-0.042258,0.459455,0.917038,0.500321,-0.388403,-1.153076,2.545758,0.444742,-1.347028,-0.617911,-0.683108,-0.773269,-0.510611,0.690713,0.370533,-0.794769,-0.432374,-0.112366,0.16135,0.536447,0.418379,-0.562234,-1.546906,1.86865,0.017636,-2.387185,-1.526955,-1.034381,-0.786846,-0.461123,0.517278,-0.510291,-0.03514,-0.031147,-0.08889,0.612571,1.538572,0.526932,Indonésia
0.324194,-0.197107,0.171674,0.839033,0.482383,-0.749883,-0.336643,-0.495494,0.859598,0.434827,0.248198,0.46318,-0.562284,-0.024605,-0.123611,0.581552,-0.383361,0.506848,0.062281,0.826895,0.247105,-0.151884,0.369037,0.811787,0.240769,0.911687,1.093635,0.506276,0.444245,1.053855,1.020961,1.134408,-0.085535,0.761632,-0.028376,-0.806911,-0.595592,-0.03586,-0.450055,0.349523,-0.180944,-0.130412,-0.989557,0.163924,-1.204129,-0.694282,-0.321848,-0.28699,-0.312825,-0.820751,-0.495794,-0.454405,-1.671605,0.383519,-0.579859,-0.260948,-1.219125,-0.300054,-0.595036,-0.33834,-0.420682,-0.826967,-0.670742,-0.531493,0.294552,-0.199071,-0.590621,-0.540214,Indonésia
-0.255006,-0.073765,0.28095,-0.402707,1.206127,-0.020977,-1.26,-0.275941,0.110957,-0.171009,-0.620542,-1.085021,0.623299,0.860663,-0.512703,-0.74717,0.040316,-0.037319,0.112935,0.80676,-0.469145,0.162436,-0.125446,0.147877,0.264531,0.569377,0.028785,-0.067109,-0.290281,0.449208,-0.742623,-0.832794,-0.719672,-0.310442,-0.300409,0.357559,0.416174,-1.161283,-0.312147,0.02822,-0.093837,-0.084077,-0.241852,-0.34353,-0.025725,-0.438977,0.398164,-0.783568,-0.628833,-0.742239,-0.066993,-0.043035,0.135155,1.920346,0.593671,0.741076,-1.114108,0.38523,-0.235662,-0.062938,-0.355721,-0.237955,-0.487463,-0.163814,-0.773997,-0.635741,-0.665027,-0.378467,Jamaica
-0.05354,0.02654,0.005498,-0.044192,1.113511,-0.25573,0.126773,-0.797413,-0.289749,0.123197,1.187553,0.125301,0.02553,0.231316,-0.506186,0.842327,-0.20419,0.393264,0.57257,0.6227,-0.004426,0.634634,0.893988,0.938693,1.512962,2.423243,0.965266,0.234284,1.743261,0.481741,0.346434,0.254581,0.99442,0.603916,0.156907,0.341281,0.081415,-0.578395,0.143691,-0.350791,-0.309513,1.18412,1.178024,-0.341395,-0.076436,-0.061345,-0.903258,-0.76521,-0.580109,0.326199,-0.041181,0.461321,0.491681,1.116535,0.03373,0.542893,0.46927,0.706975,1.428209,1.724555,0.206167,-0.66051,0.227812,-0.589088,-0.125694,-0.633248,1.243952,-0.019283,Jamaica
0.422867,1.640378,0.377646,-1.797228,0.97278,-0.639718,-0.727402,0.226582,-1.836109,0.009313,0.826963,-0.133905,0.567251,-0.978391,-0.852294,1.922846,-0.766989,-0.135069,-0.057322,-0.763241,-0.72054,-0.233833,-1.059712,-1.020214,-1.66913,-1.618909,-2.754243,-2.498608,-2.261664,-2.162133,-2.037135,-2.140801,-1.701434,-1.950653,0.071318,2.047985,1.744354,2.26935,2.384857,0.838824,-0.526814,0.152428,-0.165632,-0.717581,-0.624476,-0.896812,0.021819,-0.579543,-1.009859,0.148545,-0.873678,0.242905,0.287032,-0.557309,0.813624,0.798658,-0.531841,0.080703,-0.032454,0.352548,-0.308399,-0.080999,0.164898,0.628576,0.135436,-0.197447,0.298704,-0.133394,Marrocos
-0.259791,-0.493218,1.222224,2.26123,1.024832,-1.152223,0.662675,1.054789,-0.920112,0.345564,0.298105,0.269127,0.012115,0.267024,0.536604,-0.272232,-0.226944,-0.036832,0.135697,1.759621,1.997078,0.042975,-0.411984,-0.093659,0.039019,0.622379,-0.37153,1.227316,-0.638704,-0.151788,-0.688531,-0.122386,0.922806,0.667941,-0.349495,-0.350029,0.828542,0.121631,-0.307244,-0.926393,-0.940203,-0.887983,-0.431863,-0.892104,-0.295103,-1.335483,-0.750705,-1.091169,-0.535523,-0.228258,-0.246483,-0.68426,0.194368,1.533993,-1.37853,-0.225781,-0.479582,-0.497216,-0.089012,-0.614723,-1.159405,0.463079,-1.340402,-0.769078,-1.006522,-0.78557,0.028891,-0.281822,Etiópia
-1.159179,-0.972795,-1.027727,0.615509,-0.986153,1.249319,2.047113,-0.551961,2.189812,2.0773,1.729435,0.640776,1.429712,-0.232033,-0.207258,-0.931585,-2.548416,-1.108602,-0.80893,-0.983014,-0.234338,-0.479259,0.017345,0.089279,-0.718506,-0.570358,-1.437316,-1.202047,-0.60887,-0.429459,-1.79739,-0.989792,-1.115847,-0.744458,-0.73709,-0.074637,-0.464446,0.3702,-0.829484,0.127876,-0.776909,-0.795928,0.248732,-0.241732,-0.65768,-0.967828,-0.509872,-1.078571,-0.973151,-0.792732,-0.177819,-0.750143,0.289744,-0.564121,-0.277423,-0.110647,-0.384253,-1.385723,-0.885323,-0.46821,-1.289003,-0.701175,-1.427407,-0.643423,-1.404766,-0.934645,-1.053114,-0.873562,Etiópia
-0.940783,-0.788968,-0.399654,-0.017787,-0.934343,1.169066,0.488711,0.795747,0.525016,-0.472021,1.445088,0.935043,0.392285,0.227446,-0.306859,0.969685,1.408452,-0.844588,-0.49818,0.508525,-0.229036,-0.689486,-0.694374,-0.408655,-0.353559,-0.626983,-0.750374,-0.959746,-0.627825,-0.825834,-0.219807,-0.102489,-0.539361,-0.610598,-0.11677,-0.053858,-0.140002,0.218873,-0.405014,-0.141239,2.167381,1.168278,-0.779542,0.917536,-0.68071,-0.578786,0.427126,-0.055567,-0.427967,0.07401,-0.077456,-0.480218,0.380712,1.712472,-0.360576,-0.385539,1.639916,0.608509,-0.00155,-0.502489,-0.341943,-0.776783,0.108285,0.183799,1.275475,0.074296,-0.452811,-0.093828,Etiópia
-1.364159,-0.957328,4.727118,0.075689,-0.846678,0.969588,0.168738,-0.103877,0.977055,1.140326,0.861637,1.188577,0.368434,0.069761,0.256303,1.294046,1.11219,-0.872055,-0.602388,2.05753,0.320797,0.888682,1.732174,1.039973,-0.071969,-0.640622,-0.665615,-0.576119,-1.429479,-1.103797,-0.834409,-1.254765,-1.247144,0.04662,-0.815306,0.532028,2.381506,-0.694132,0.585705,0.106575,0.219079,-0.722414,-0.967363,-0.145022,-0.452502,-0.558989,-1.15538,-0.990842,-1.00903,-0.651602,-0.836637,-0.29008,0.401674,0.327561,0.864924,0.64182,-0.205247,-0.461041,-0.942741,-0.660719,0.008988,-0.411673,-1.255981,-1.282691,-1.291114,-0.959725,-0.940571,-0.825862,Marrocos
1.091503,0.747304,-0.044361,0.146997,-0.31212,-0.385529,-0.337579,-0.910952,-0.568441,-0.87459,-0.65978,-0.124619,0.882716,1.076357,1.064537,-0.556263,0.166794,1.736173,1.388056,0.008196,-0.703001,-0.472124,-0.203853,0.269783,2.217074,1.294105,1.190095,0.603698,1.357483,0.452823,1.183417,0.274545,0.182083,0.724785,0.464883,-0.41681,-0.829996,0.011779,-1.069507,-0.704659,0.130624,1.052361,-0.483558,0.771925,0.168354,-0.0938,0.061986,0.320027,0.178443,0.413423,0.473434,1.950864,0.724751,-0.509967,-0.101394,-1.417265,0.247217,0.599179,1.682675,0.578156,1.270221,0.853525,0.424428,0.422423,0.947247,0.298884,0.488897,1.073935,Paquistão
-0.605209,-0.787388,-0.311833,1.178485,-0.699804,0.194569,-0.618981,0.408505,0.533734,-0.051746,-0.496498,0.04832,-0.754618,0.156685,-0.777666,0.421852,0.183103,-0.469243,-0.682022,0.28639,1.6845,-0.060915,0.357821,0.275301,0.184704,1.103727,-0.434231,-0.099947,0.405085,0.446421,0.739666,0.923599,0.429007,0.494675,-0.674581,-1.23973,-0.045453,0.194773,-0.098793,-0.829815,-0.407831,-0.53807,-0.850131,-0.927614,-0.636146,-0.432286,-0.4274,-0.752174,-0.152663,-0.807838,-0.645672,-0.894169,-1.739803,0.978709,-1.204512,-0.948116,-0.89613,-1.072993,-0.609426,0.571445,-0.574894,-0.656468,-0.503034,-0.544161,-0.387791,-0.07569,-0.423295,-0.599106,Paquistão
-0.409527,-0.608431,-0.189329,-0.195703,-1.922484,-0.155449,-0.118401,0.353102,-0.098698,-0.177465,-1.01811,0.050841,-0.307996,1.331977,0.399645,1.868533,1.859837,-0.556882,-0.49818,-0.212113,-0.266697,0.598342,0.132572,-0.152278,0.158907,-0.249578,0.850595,0.749785,0.764928,0.054561,-0.402763,0.417327,0.127508,-0.444639,-0.335911,-1.029733,0.548045,-0.387275,1.202621,-1.17639,0.672117,-0.373366,-0.367678,-0.327738,-0.061212,-0.147126,-0.422381,-0.922385,-0.030396,-0.371933,-0.379815,-0.753018,-0.782323,1.145805,-0.039029,0.072097,-0.082846,-0.570214,0.513418,-0.32618,-0.132755,0.922152,-0.183941,-0.609684,-0.444817,-0.22109,-0.592072,-0.371972,Paquistão
-0.284535,-0.391366,-0.835837,-0.092907,-0.157132,0.221716,-1.001071,-2.549657,-0.965368,-0.214483,-1.107,-0.237577,-0.402202,2.690518,2.72103,0.054199,-1.519155,-0.935942,-1.102232,-1.089484,-0.519044,-1.662972,-1.618638,-1.414167,-0.294684,-1.515175,-1.477067,-1.399039,-1.407419,-1.539339,-1.354954,-0.920344,-1.403859,-1.217518,-0.740455,-1.271946,-1.921795,0.033357,-0.372904,-1.325521,-0.441042,1.486756,-0.759948,-1.0752,-0.90182,-0.491657,-0.777742,-0.043794,-0.283884,0.253055,-0.184841,-0.796783,-1.662509,-2.496446,-0.195612,-1.550641,-1.525682,-1.087677,0.787628,-0.51316,-0.602296,-0.566267,-1.026197,-0.99218,-0.723543,-0.522771,-0.807353,-0.413918,Paquistão
-0.559355,-0.082848,-0.622072,0.903281,1.367475,0.645562,-0.567399,-1.143873,-0.423273,-1.486899,-0.472411,0.148164,0.536742,0.758358,0.457634,0.291692,-0.693523,-0.744768,-0.403512,-0.78451,1.764718,0.030196,0.146735,-0.707919,-0.006587,-0.42747,0.224108,0.436978,0.330808,-0.192549,0.200645,0.398861,0.25747,-0.023563,-0.810778,0.593658,0.250763,0.351424,0.022266,-0.2236,-1.15791,-0.477533,-0.619953,-0.589713,-0.047607,0.708005,-0.17578,-0.421614,0.559635,0.62461,0.912045,-0.113494,0.523718,-0.170241,-1.114654,0.925487,1.343698,-1.118115,-0.498753,-0.538393,-0.481339,0.369675,0.452307,-0.56592,-0.557947,0.184589,-0.243884,-0.091952,Turquia
-0.238318,-0.01114,-0.533979,1.053379,1.768584,0.256915,-0.781359,-0.268101,-0.334507,-0.86645,0.279849,-2.176,-0.393338,-0.205658,0.157379,0.370472,0.009857,-0.633133,-0.436839,-0.825021,1.236368,-0.932339,-0.809146,-1.239139,-0.381626,-0.668081,-0.461367,-0.410188,-0.373487,-0.584372,-0.396998,-0.362408,-0.083747,-0.673063,-0.321927,0.351925,-0.114091,-0.602495,-0.511562,0.504302,-0.824778,0.533798,-0.225541,-0.863005,0.607046,0.408614,-0.744622,-0.182718,-0.51336,-0.01648,-0.613193,-0.18143,0.120634,-0.473544,-0.859494,0.535026,0.993744,-1.483711,0.009797,-1.335931,-0.901637,-1.132777,-0.325481,-1.085259,-0.959569,-0.937607,-0.928471,-0.988933,Turquia
-0.403652,-0.176473,-0.560223,1.224094,1.809004,0.330956,-0.694878,0.075421,-0.722839,-0.486745,0.571869,-1.509439,-0.248979,-0.653276,-0.276232,0.543668,-0.498228,-0.760054,-0.371091,-0.736597,1.609177,-1.008919,-0.969097,-1.146199,-0.757911,-0.454194,-0.46729,-0.266145,-0.36599,-0.416521,-0.636619,-0.570607,-0.27454,-0.300787,-0.618443,0.242114,-0.179996,-0.650415,-0.356856,-0.439933,-1.0716,-0.177813,-0.054731,-0.383921,-0.673679,-0.141778,-0.05982,-0.702715,-0.814574,-0.133778,-0.623808,-0.731604,0.397945,-0.225389,-1.107612,0.246045,0.302097,-1.299857,-0.555539,-0.694569,-0.894407,-1.236714,-0.701047,-1.063888,-1.230495,-0.961691,-0.717278,-0.828195,Turquia
-0.295499,-0.156563,-0.47713,0.571736,1.574665,0.048656,-0.620368,1.168494,0.190027,-1.3089,0.846725,-1.232218,0.787001,-0.694158,-0.701222,-0.116841,-1.474602,-0.648419,-0.270325,-0.717365,1.28749,-1.059062,-0.885743,-1.040814,-0.429877,-0.499105,-0.091189,-0.403941,-0.297333,-0.565592,-0.182843,-0.541505,-0.095563,-0.493551,-0.544474,0.082932,-0.361234,-0.01176,-0.354622,-0.46519,-1.014124,1.5006,0.597439,-0.18794,-0.32897,0.125366,0.246402,-0.385126,-0.25247,-0.154395,0.122435,-0.757242,0.367773,-0.227536,-0.738453,0.258421,0.835635,-1.115056,-0.595771,-0.799796,-0.718202,-0.867649,-1.155639,-1.210984,-0.994577,-0.97045,-0.593805,-0.704311,Turquia
-0.445811,-0.203228,-0.641574,1.025845,1.44519,0.537329,-0.625794,0.624285,0.132911,-0.511818,0.501639,-1.380889,0.223243,-1.462241,-0.269904,-0.490528,-0.886386,-0.350117,-0.265616,-0.799007,1.639089,-0.829077,-1.047186,-1.138424,-0.677904,-0.985692,-0.852757,-0.791341,-0.392249,-0.7591,-0.330003,-0.40392,-0.36563,-0.553555,0.258323,0.624458,5.47E-4,-0.462938,-0.474815,0.432743,-1.082217,0.345335,0.326025,-0.256919,-0.477529,-0.136715,-0.545497,-0.476831,-0.084257,-0.352187,-0.488115,0.966616,0.670284,-0.490465,-0.874583,0.772478,0.563547,-1.007642,-0.948715,-1.267802,-1.16279,-1.072094,-1.075198,-1.135278,-0.869808,-0.881734,-0.918593,-0.793957,Turquia
-0.712635,-0.393637,-0.795383,-0.057606,-0.522996,1.537764,0.581945,-1.934877,-0.401523,-0.088574,1.289229,0.778513,0.193268,-0.312162,-0.40849,-0.202545,0.153387,-0.855611,-0.462982,-0.863517,0.262061,0.122453,0.195008,-0.322803,-0.127667,-0.048267,0.931608,0.249263,1.131547,-1.106609,-0.635371,-0.15292,-0.101691,-0.690374,-0.719499,0.126782,-0.30742,-0.360652,1.110869,0.011251,0.125193,0.450738,-0.380089,-0.749246,-0.290401,-0.74533,-1.001352,-0.710438,-0.350444,-0.412141,-0.684748,-0.799012,0.410545,-0.172573,-0.034,0.092066,1.07887,0.001471,0.05828,-0.803098,0.435886,-0.078217,0.878759,-0.752834,-0.555045,-0.017581,-0.335026,-0.647153,Turquia
1.8649,0.968417,0.5125,0.275209,0.476773,-0.77086,0.683338,-1.084798,0.369404,-0.428965,0.203015,0.518128,-0.671773,-0.639457,-0.53568,0.034536,-0.381792,2.114076,1.91205,0.625041,-0.404155,0.438204,0.023213,1.576983,0.693115,0.536706,0.699829,-0.071452,0.37542,1.085111,1.271754,0.747023,0.880639,0.332999,1.148914,-0.182892,-0.452402,-1.041903,-0.965899,-1.633524,-0.578262,-0.81327,-1.287048,-1.014141,-1.310134,-1.254837,-1.072807,-0.294593,-0.369056,-0.581583,-0.477257,0.750488,0.16188,-0.489718,0.202047,-0.412601,-0.882526,0.561876,-0.619148,-0.250709,-0.253032,-1.355279,-0.803675,-0.632253,-0.389741,-0.526231,-0.514792,-0.564159,Egipto
0.495373,0.110424,0.012078,0.24358,0.101045,-0.996194,-0.702777,0.543002,1.793072,-1.377249,-1.801984,1.25843,0.002519,-1.198289,-1.409721,0.662433,0.890425,0.48066,0.531636,0.658015,-0.224821,0.256509,-0.143822,0.87051,1.228485,1.985036,1.983775,1.775097,2.418769,5.0772,2.413239,2.088416,2.196108,1.611726,-0.032303,-0.698713,-1.020468,-0.888054,-0.750922,-0.567753,-0.725981,1.763256,1.355576,1.641286,0.701758,1.074634,1.32054,0.134841,0.039821,0.224851,0.064574,-0.40577,-0.329065,0.20871,0.058206,-0.59851,-1.214027,-0.637601,0.642406,0.890173,0.255411,0.360384,1.721625,1.951405,-0.324209,0.430112,0.16442,0.170082,Egipto
0.033262,-0.218431,-0.506754,-0.474014,-0.161406,-0.496047,-0.53972,0.669251,0.446706,0.448324,0.19687,-0.850903,-0.593629,0.306726,1.026452,2.256166,1.288291,-0.554994,-0.538813,-0.402492,-0.957115,-0.383838,-0.885713,-0.777024,-0.816592,-0.604936,-0.749347,-0.17519,-0.356952,0.210071,0.224235,0.646822,-0.438312,0.92222,-0.350456,-0.456698,-0.922769,-0.618749,-0.313253,-0.639357,1.766906,1.197729,-0.080211,-0.509435,0.037315,-0.898755,1.076425,1.931071,3.203925,0.888652,3.76212,-0.49729,-0.188827,0.290733,0.684201,0.107113,-0.658724,-0.203023,-0.478451,-0.341132,-1.250561,0.187138,-0.552385,0.007279,-0.1422,1.037704,-0.118959,1.231774,Egipto
-0.113719,1.201904,0.840482,0.46428,0.694003,-0.669771,0.334333,-1.318943,-0.339022,-1.191845,-0.47512,0.236585,0.201409,1.048291,0.825008,0.710545,-0.099119,0.612088,0.864302,1.012791,1.41951,2.080148,-0.098983,-0.063075,-0.142306,0.286198,0.762101,-0.035525,-0.047509,0.236141,-0.225483,-0.800146,-0.401414,-0.441679,0.108863,2.279583,2.034054,4.061171,2.876893,0.273384,-0.219146,-0.739094,-0.110754,-0.540879,-1.023634,-0.744951,-0.620839,-0.264603,-0.623622,-0.472695,-1.018944,0.666478,0.568637,1.064497,0.046136,0.969142,0.025294,0.167993,0.563123,1.971181,1.361803,0.707646,1.090649,1.964707,0.912378,0.327966,0.352095,0.19907,Argélia
1.371048,1.26137,1.596548,1.966963,-0.422632,-0.79862,1.768703,-0.084303,0.672208,0.165783,0.665204,0.570752,0.453159,0.684807,0.249925,-0.19452,-0.33655,4.508778,4.284245,1.949979,2.790691,3.383201,5.311142,2.024398,1.007818,-0.063495,-0.177787,0.822567,0.308748,0.054622,-0.553935,-0.719214,-0.681881,0.265264,0.350925,0.325909,0.689073,-0.086303,0.769702,0.627106,0.037713,-0.397893,-0.769466,-0.720198,-0.565939,-0.689286,-0.65663,-0.984157,-0.943753,-0.624023,-0.507606,0.697512,-0.132156,-1.526846,-0.861842,0.191553,2.922187,1.887534,-0.150033,-0.824251,-0.728459,0.587961,-0.233938,1.003638,-0.879066,-0.848407,-0.489111,-0.093718,Argélia
-0.606784,-0.438393,-0.205988,0.219717,1.375291,-0.384661,0.242369,-0.252176,-0.089088,0.73506,0.901529,0.39787,0.706975,0.258229,-0.123997,0.386242,0.287934,-0.271065,-0.102543,0.408323,0.25064,0.515706,0.007609,1.507365,0.388621,0.847026,0.785604,-0.287162,-0.180887,-0.006757,-0.913182,-0.703072,-0.841904,-0.149566,-0.26627,0.44795,0.425223,-0.359251,-0.235227,-0.639432,1.472088,0.241136,0.628609,-0.645964,-0.521454,-0.406984,-0.569671,-0.943738,-0.873477,-0.830673,0.222378,-0.15855,0.340821,1.723763,0.093077,0.306865,0.799855,0.944421,0.150173,0.324,0.200026,-0.748577,-0.913444,-0.783419,-0.869793,-0.76086,-0.558853,-0.123306,Argélia
-0.430486,-0.478179,0.012095,-0.181441,0.469968,-0.042533,-0.41377,0.50867,0.376631,-0.467556,0.400058,0.151011,-0.189592,0.260465,-0.858728,-0.082592,0.157426,-0.403041,-0.268091,0.86897,-0.580771,0.567766,0.127555,-0.06106,0.256765,0.001366,0.209463,0.169816,0.28202,0.932132,0.073771,1.364871,0.562392,0.225857,-0.166817,-0.314614,-0.218214,-1.077773,-0.30433,0.74372,1.284665,-0.744341,-0.428356,0.182602,0.222641,-0.049388,0.96695,-0.432489,0.533314,-0.202841,-0.015522,-0.63105,0.143291,1.869894,0.039094,-0.468803,-0.353701,-0.398712,-0.349255,-0.480746,0.062195,-0.480895,-0.535102,0.864752,-0.179879,0.675066,-0.112917,0.139784,Senegal
-0.183105,-0.29682,-0.543034,0.097999,1.311426,0.781438,-1.242833,0.633714,0.110972,-1.988386,-0.962661,-0.691535,-0.459106,-0.230965,-0.147488,0.021351,-0.36673,-0.351944,-0.266642,-0.640122,-0.208233,0.201769,1.333666,1.556199,0.674572,2.065596,2.605557,1.28808,0.07854,-0.38193,-0.917801,-1.201129,-0.919066,-0.642186,-0.391488,-0.563254,-0.784227,-0.949145,-1.280928,-0.480224,-0.090729,-0.341071,0.050976,0.678425,0.535944,-0.921413,-0.743627,-0.7243,-0.773243,-0.750378,-0.290309,-0.425834,0.160185,-0.34505,-0.035341,-0.095244,1.024528,1.227869,-0.166101,1.710462,1.892665,1.150184,0.091422,-0.903313,-0.581455,-1.114895,-0.77209,-0.612946,Senegal
-0.729838,-0.785282,-0.923674,1.049708,-0.068512,1.383769,-0.260393,-0.104888,0.530426,0.648134,0.675684,0.76859,-0.120071,-2.330005,-1.54257,0.27266,0.188762,-0.392262,-0.423074,-0.760669,0.996258,0.577199,2.749073,0.615714,-0.182991,-0.751493,-0.316773,0.091437,-0.623721,-0.841486,0.253861,-0.481615,-0.396783,-0.246454,-0.757685,-1.023986,-1.613364,0.276321,-1.362324,-1.162874,-1.014594,-1.090966,-0.669186,-0.670712,-0.466923,-0.968343,-1.013671,-0.744762,-0.225854,-0.615199,-0.93144,-0.569333,-0.54541,-1.445507,-0.615065,-1.493521,-1.008316,-0.407612,-0.377167,-1.082366,-0.629682,-0.462032,-0.655991,-0.613736,-0.228921,-0.351606,-0.497005,-0.715991,Quirguistão
-0.943449,-0.885983,-1.107909,-0.277742,-1.232081,0.596734,0.824055,0.730007,0.010368,-2.184758,-4.986619,-5.088504,-2.392725,-3.220095,-3.895455,0.164554,2.17886,-1.196363,-1.078324,-1.063554,-0.204834,-0.737654,-0.775405,-1.163244,-1.034158,-0.853555,-0.214559,0.63541,-0.979088,-0.663168,-1.70013,-0.639934,1.954059,3.188874,-0.865393,-1.062288,-1.650347,0.544225,-0.632858,-1.287052,-0.74553,-0.591152,0.423829,2.205998,2.907563,0.814971,0.118525,-0.578451,0.030554,3.527538,5.913108,-0.422432,-0.446476,-1.318009,-0.17717,-1.27652,-0.276418,-0.938687,-0.957525,-0.35199,1.375428,3.53939,2.596508,-0.151234,-0.755833,1.081087,2.92546,3.862138,Quirguistão
0.410662,0.343121,-0.393859,-0.96526,-0.95585,-0.406504,-1.315512,-0.961974,-1.255977,-2.781323,-3.16376,-0.805022,3.744948,4.403339,2.134053,-2.696682,-0.719987,-0.116493,-0.200833,-0.488396,-0.922172,-0.465024,-0.994228,-0.024324,-0.717814,0.25112,0.612351,0.37849,-0.00865,1.052723,1.23271,0.862332,0.463119,-0.550332,0.339665,-0.484243,-0.624452,-1.220132,0.748062,-0.116378,0.879593,-0.959157,0.391848,0.362305,0.046475,0.076918,1.635009,1.111612,0.33038,1.034068,-0.975064,-0.400784,-0.041188,-0.062151,0.350583,-0.139981,-0.383727,0.766724,-1.10227,-0.181842,-0.226276,0.723411,-0.173398,-0.150635,1.700128,0.026371,0.445118,-0.929742,Irão
0.046951,-0.068664,-0.482379,-0.976273,-0.042138,-0.169364,-1.840003,-0.634489,-2.056784,-2.105846,-1.046497,-0.406576,-1.982113,0.160065,2.044073,1.57429,0.377286,-0.449876,-0.894965,-0.889636,-1.278666,-1.710521,-1.548435,-1.579667,-1.896061,-1.637878,-1.428944,-1.652917,-1.886766,-1.916558,-1.974647,-1.465739,-1.617877,-1.666247,-0.196028,-1.095155,-1.192024,-0.223898,-0.892736,-0.957615,-0.751264,-0.519978,-0.06728,-0.411554,-0.598041,-0.753513,0.049711,-0.665606,-0.109362,-0.518802,-0.687803,-0.248192,-1.473114,-1.219562,0.144042,-1.521269,-1.395121,1.534873,-0.763562,0.552077,0.77059,1.261452,0.923727,-0.022179,0.270661,0.84069,-0.318646,-0.391314,Irão
